date,The Glory (TV series),Moving (South Korean TV series),My Demon,King the Land,Gyeongseong Creature,Twinkling Watermelon,Death's Game,Crash Course in Romance,Welcome to Samdal-ri,Celebrity (South Korean TV series),A Time Called You,Perfect Marriage Revenge,See You in My 19th Life,The Good Bad Mother,My Lovely Liar,Doona!,Love to Hate You (TV series),Daily Dose of Sunshine,Destined with You
2024-02-25,3190.0,2386,4631.0,1676.0,3295.0,2192.0,4852.0,792.0,3776.0,805.0,998,2155.0,1192.0,764.0,651.0,830.0,528.0,780.0,0.0
2024-02-26,2942.0,2034,4097.0,1599.0,2845.0,2132.0,4357.0,757.0,3555.0,750.0,932,1767.0,1013.0,670.0,642.0,782.0,511.0,701.0,0.0
2024-02-27,2746.0,2130,3910.0,1513.0,2590.0,1992.0,5209.0,726.0,3220.0,848.0,907,1750.0,1065.0,677.0,616.0,729.0,477.0,653.0,0.0
2024-02-28,2651.0,2033,3810.0,1517.0,2419.0,2022.0,4268.0,751.0,3161.0,820.0,927,1750.0,923.0,648.0,543.0,742.0,599.0,676.0,1.0
2024-02-29,2815.0,2225,3758.0,1521.0,2278.0,2022.0,4009.0,702.0,3031.0,927.0,860,1699.0,1015.0,623.0,633.0,663.0,655.0,661.0,0.0
2024-03-01,2872.0,2209,3465.0,1489.0,2281.0,2060.0,3904.0,641.0,2859.0,807.0,801,1574.0,1346.0,671.0,607.0,659.0,713.0,605.0,0.0
2024-03-02,3167.0,2387,3668.0,1590.0,2520.0,2109.0,4174.0,746.0,2900.0,930.0,884,1867.0,1300.0,664.0,580.0,796.0,904.0,633.0,0.0
2024-03-03,3232.0,2270,4010.0,1763.0,2648.0,2054.0,4129.0,823.0,3239.0,854.0,983,1886.0,1146.0,747.0,664.0,771.0,800.0,617.0,0.0
2024-03-04,3024.0,2067,3772.0,1679.0,2408.0,2030.0,3662.0,685.0,2738.0,783.0,851,1555.0,998.0,708.0,604.0,657.0,641.0,598.0,0.0
2024-03-05,3056.0,1993,3561.0,1709.0,2233.0,2242.0,3654.0,715.0,2584.0,886.0,791,1489.0,980.0,695.0,638.0,613.0,570.0,601.0,0.0
2024-03-06,3122.0,1965,3590.0,1681.0,2171.0,2347.0,3883.0,841.0,2659.0,814.0,851,1608.0,963.0,623.0,643.0,665.0,590.0,520.0,0.0
2024-03-07,3010.0,2055,3392.0,1654.0,2217.0,2070.0,3971.0,715.0,2509.0,812.0,1025,1433.0,944.0,629.0,597.0,776.0,534.0,556.0,0.0
2024-03-08,2934.0,1990,3290.0,1487.0,2410.0,2108.0,3869.0,673.0,2558.0,704.0,1052,1370.0,948.0,615.0,606.0,663.0,600.0,556.0,1.0
2024-03-09,3349.0,2078,3636.0,1732.0,2672.0,2053.0,3875.0,788.0,2739.0,845.0,1088,1493.0,1101.0,698.0,581.0,729.0,727.0,556.0,0.0
2024-03-10,3845.0,2271,4139.0,2160.0,3078.0,2192.0,4296.0,837.0,3169.0,855.0,1063,1559.0,1099.0,828.0,633.0,700.0,884.0,674.0,0.0
2024-03-11,3530.0,2022,3415.0,1727.0,2566.0,1939.0,3650.0,659.0,2638.0,695.0,955,1335.0,916.0,683.0,580.0,673.0,832.0,529.0,0.0
2024-03-12,3333.0,1841,3162.0,1562.0,2542.0,1983.0,3430.0,625.0,2412.0,724.0,914,1230.0,941.0,606.0,529.0,574.0,738.0,530.0,0.0
2024-03-13,3124.0,1941,3231.0,1510.0,2317.0,1889.0,3598.0,596.0,2390.0,649.0,973,1320.0,885.0,685.0,738.0,629.0,630.0,494.0,0.0
2024-03-14,2896.0,1751,3265.0,1525.0,2263.0,1938.0,3718.0,660.0,2273.0,748.0,889,1423.0,913.0,614.0,622.0,595.0,707.0,559.0,0.0
2024-03-15,3065.0,1816,3215.0,1431.0,2570.0,1875.0,3659.0,626.0,2171.0,692.0,899,1218.0,889.0,656.0,573.0,538.0,547.0,536.0,0.0
2024-03-16,3418.0,2057,3722.0,1588.0,3750.0,2012.0,3741.0,621.0,2358.0,651.0,813,1364.0,998.0,687.0,623.0,656.0,620.0,486.0,0.0
2024-03-17,3839.0,2009,3769.0,1869.0,3158.0,1977.0,3653.0,786.0,2470.0,776.0,980,1486.0,966.0,701.0,694.0,774.0,687.0,556.0,0.0
2024-03-18,3716.0,1838,3516.0,1800.0,2684.0,1792.0,3416.0,819.0,2337.0,664.0,883,1205.0,1032.0,721.0,637.0,679.0,530.0,492.0,0.0
2024-03-19,3523.0,1749,3182.0,1604.0,2440.0,1870.0,3258.0,653.0,2109.0,621.0,796,1280.0,867.0,553.0,599.0,654.0,463.0,529.0,1.0
2024-03-20,3467.0,1618,3109.0,1539.0,2241.0,1883.0,3054.0,639.0,1984.0,598.0,807,1053.0,847.0,600.0,758.0,722.0,557.0,545.0,0.0
2024-03-21,3316.0,1574,3195.0,1514.0,2031.0,1760.0,3327.0,630.0,2042.0,694.0,779,1060.0,835.0,576.0,739.0,706.0,582.0,469.0,1.0
2024-03-22,3141.0,1602,3000.0,1487.0,2002.0,1898.0,3189.0,680.0,2027.0,667.0,703,1026.0,868.0,650.0,699.0,680.0,490.0,531.0,0.0
2024-03-23,3353.0,1836,3380.0,1526.0,2210.0,1994.0,3413.0,615.0,2065.0,625.0,742,1188.0,974.0,709.0,851.0,735.0,594.0,497.0,0.0
2024-03-24,3814.0,1854,3607.0,1730.0,2273.0,2121.0,3727.0,762.0,2319.0,872.0,801,1241.0,1041.0,679.0,928.0,804.0,653.0,530.0,0.0
2024-03-25,3535.0,1719,3175.0,1646.0,2050.0,1892.0,3312.0,6970.0,2200.0,729.0,855,974.0,1372.0,643.0,829.0,693.0,630.0,496.0,0.0
2024-03-26,3292.0,1706,3116.0,1543.0,1773.0,1835.0,3093.0,3833.0,2011.0,671.0,828,940.0,1004.0,633.0,766.0,709.0,519.0,509.0,
2024-03-27,3027.0,1734,3200.0,1504.0,1848.0,1729.0,2852.0,1554.0,1962.0,687.0,810,823.0,966.0,569.0,850.0,632.0,546.0,498.0,
2024-03-28,2992.0,1748,3097.0,1507.0,1849.0,1804.0,3090.0,1228.0,2021.0,599.0,824,734.0,975.0,562.0,760.0,688.0,497.0,591.0,
2024-03-29,3253.0,1817,3190.0,1487.0,2432.0,1823.0,3006.0,1037.0,2231.0,676.0,880,845.0,1020.0,640.0,861.0,778.0,564.0,553.0,
2024-03-30,3203.0,1823,3208.0,1450.0,2488.0,2115.0,3212.0,924.0,2061.0,663.0,818,784.0,908.0,580.0,762.0,706.0,594.0,584.0,1.0
2024-03-31,3607.0,2147,3161.0,1618.0,2294.0,2280.0,3080.0,1011.0,2219.0,688.0,970,958.0,912.0,604.0,801.0,759.0,653.0,542.0,1.0
2024-04-01,3658.0,1896,3244.0,1616.0,2140.0,2205.0,2917.0,1248.0,2199.0,675.0,919,979.0,856.0,720.0,924.0,718.0,638.0,556.0,
2024-04-02,3379.0,1646,3060.0,1413.0,2045.0,2151.0,2705.0,899.0,1986.0,694.0,915,904.0,805.0,606.0,786.0,723.0,527.0,557.0,0.0
2024-04-03,3357.0,1637,2826.0,1405.0,1835.0,2224.0,2493.0,732.0,1804.0,675.0,876,866.0,743.0,632.0,739.0,700.0,493.0,547.0,
2024-04-04,3366.0,1539,2608.0,1483.0,1683.0,2273.0,2458.0,722.0,1805.0,631.0,846,811.0,760.0,660.0,661.0,677.0,515.0,557.0,
2024-04-05,3251.0,1535,2504.0,1429.0,1654.0,2280.0,2465.0,758.0,1800.0,638.0,808,826.0,793.0,637.0,634.0,609.0,501.0,540.0,
2024-04-06,3193.0,1856,2576.0,1547.0,1856.0,2823.0,2500.0,749.0,1951.0,653.0,859,910.0,801.0,603.0,716.0,647.0,513.0,493.0,
2024-04-07,3537.0,2084,2687.0,1734.0,2036.0,4070.0,2849.0,877.0,2045.0,688.0,931,1020.0,810.0,646.0,749.0,670.0,632.0,598.0,2.0
2024-04-08,3694.0,2893,2810.0,1685.0,1850.0,3891.0,2688.0,1077.0,2140.0,613.0,926,1039.0,850.0,1154.0,717.0,621.0,574.0,943.0,
2024-04-09,3377.0,2787,2750.0,1614.0,1711.0,3495.0,2574.0,820.0,1897.0,640.0,904,911.0,711.0,953.0,712.0,644.0,482.0,930.0,
2024-04-10,3229.0,2649,2652.0,1511.0,1808.0,3023.0,2599.0,692.0,1860.0,671.0,965,900.0,776.0,845.0,733.0,593.0,496.0,840.0,0.0
2024-04-11,3260.0,2549,2335.0,1446.0,1795.0,2832.0,2488.0,637.0,1600.0,664.0,962,835.0,671.0,727.0,689.0,622.0,474.0,734.0,0.0
2024-04-12,2960.0,2464,2234.0,1411.0,1809.0,2866.0,2615.0,675.0,1634.0,628.0,960,934.0,714.0,783.0,648.0,630.0,446.0,658.0,0.0
2024-04-13,3271.0,2216,2613.0,1571.0,1908.0,2794.0,2587.0,763.0,1855.0,714.0,1051,856.0,781.0,792.0,701.0,599.0,479.0,743.0,0.0
2024-04-14,3569.0,2325,2625.0,1594.0,2007.0,2722.0,2472.0,818.0,1770.0,758.0,966,981.0,763.0,822.0,680.0,669.0,565.0,700.0,0.0
2024-04-15,3426.0,2122,2625.0,1509.0,1817.0,2666.0,2326.0,827.0,1651.0,732.0,931,958.0,677.0,730.0,655.0,645.0,603.0,645.0,0.0
2024-04-16,3234.0,1873,2425.0,1515.0,1727.0,2630.0,2385.0,770.0,1581.0,756.0,992,827.0,666.0,668.0,579.0,542.0,476.0,655.0,0.0
2024-04-17,3025.0,1865,2497.0,1542.0,1619.0,2560.0,2366.0,751.0,1505.0,655.0,1050,848.0,704.0,597.0,657.0,628.0,440.0,592.0,0.0
2024-04-18,2746.0,1844,2502.0,1545.0,1679.0,2584.0,2213.0,767.0,1751.0,622.0,1013,850.0,747.0,648.0,652.0,605.0,442.0,550.0,0.0
2024-04-19,2975.0,1845,2480.0,1733.0,1573.0,2532.0,2252.0,676.0,1682.0,716.0,909,996.0,667.0,635.0,647.0,582.0,480.0,555.0,0.0
2024-04-20,2947.0,1856,2515.0,1554.0,1805.0,2594.0,2415.0,651.0,1614.0,780.0,1051,954.0,804.0,701.0,697.0,582.0,485.0,569.0,0.0
2024-04-21,3531.0,2092,2453.0,1643.0,1903.0,2458.0,2394.0,704.0,1676.0,840.0,1089,1024.0,839.0,715.0,655.0,636.0,588.0,625.0,0.0
2024-04-22,3882.0,1954,2197.0,1505.0,1736.0,2334.0,2195.0,746.0,1588.0,706.0,935,989.0,713.0,674.0,606.0,545.0,590.0,588.0,1.0
2024-04-23,3542.0,1621,2156.0,1489.0,1556.0,2338.0,2058.0,658.0,1466.0,694.0,916,858.0,654.0,619.0,623.0,547.0,486.0,496.0,0.0
2024-04-24,3469.0,1716,2135.0,1493.0,1615.0,2315.0,2046.0,614.0,1521.0,715.0,892,883.0,665.0,649.0,649.0,540.0,469.0,558.0,2.0
2024-04-25,3600.0,1735,2055.0,1455.0,1642.0,2302.0,2168.0,604.0,1500.0,749.0,931,863.0,669.0,666.0,602.0,651.0,455.0,537.0,0.0
2024-04-26,3395.0,1680,2206.0,1356.0,1587.0,2352.0,2092.0,626.0,1435.0,790.0,1031,899.0,636.0,833.0,633.0,603.0,434.0,479.0,3.0
2024-04-27,3710.0,1753,2319.0,1376.0,1702.0,2184.0,2110.0,656.0,1432.0,786.0,996,856.0,734.0,887.0,583.0,643.0,492.0,506.0,0.0
2024-04-28,4571.0,2025,2430.0,1571.0,1747.0,2171.0,2171.0,811.0,1682.0,839.0,1012,959.0,845.0,951.0,617.0,663.0,564.0,574.0,3.0
2024-04-29,4588.0,1801,2399.0,1725.0,1624.0,2192.0,2151.0,1180.0,1717.0,805.0,884,991.0,779.0,1009.0,669.0,677.0,611.0,599.0,1.0
2024-04-30,4031.0,1643,2428.0,1524.0,1549.0,2181.0,1993.0,868.0,1475.0,745.0,812,987.0,724.0,768.0,686.0,711.0,498.0,476.0,0.0
2024-05-01,3992.0,1817,2548.0,1507.0,1540.0,2233.0,2054.0,836.0,1578.0,808.0,950,1057.0,781.0,770.0,813.0,728.0,503.0,637.0,1.0
2024-05-02,3908.0,1604,2258.0,1452.0,1465.0,2093.0,1901.0,680.0,1314.0,709.0,868,916.0,746.0,767.0,650.0,610.0,492.0,553.0,0.0
2024-05-03,3755.0,1618,2176.0,1380.0,1422.0,2173.0,2007.0,969.0,1418.0,742.0,1008,944.0,742.0,760.0,656.0,534.0,485.0,548.0,2.0
2024-05-04,3864.0,2070,2361.0,1539.0,1546.0,2371.0,2013.0,846.0,1507.0,748.0,1174,1145.0,820.0,705.0,744.0,577.0,519.0,637.0,0.0
2024-05-05,4659.0,2171,2434.0,1556.0,1829.0,2434.0,2171.0,758.0,1508.0,744.0,1084,1392.0,818.0,845.0,714.0,681.0,508.0,635.0,0.0
2024-05-06,3809.0,1885,2204.0,1377.0,1609.0,2247.0,1977.0,756.0,1423.0,693.0,949,1989.0,738.0,715.0,659.0,582.0,417.0,577.0,0.0
2024-05-07,4572.0,5762,2216.0,1304.0,1441.0,2136.0,2040.0,748.0,1485.0,763.0,865,1428.0,641.0,1271.0,632.0,580.0,392.0,944.0,0.0
2024-05-08,5016.0,4986,2063.0,1205.0,1489.0,1951.0,2018.0,668.0,1359.0,665.0,1032,974.0,607.0,1278.0,668.0,516.0,372.0,910.0,0.0
2024-05-09,3898.0,3328,1901.0,1054.0,1408.0,1925.0,1817.0,594.0,1179.0,624.0,984,946.0,602.0,907.0,669.0,520.0,380.0,586.0,1.0
2024-05-10,3213.0,2342,1561.0,1000.0,1089.0,1817.0,1615.0,597.0,1016.0,554.0,769,673.0,529.0,735.0,489.0,399.0,335.0,521.0,0.0
2024-05-11,3239.0,2224,1600.0,1004.0,1219.0,1800.0,1808.0,547.0,1080.0,608.0,832,741.0,569.0,653.0,534.0,462.0,435.0,450.0,2.0
2024-05-12,3210.0,2340,1675.0,1047.0,1356.0,1922.0,1784.0,610.0,1174.0,660.0,825,693.0,774.0,740.0,524.0,528.0,440.0,479.0,2.0
2024-05-13,2973.0,1766,1385.0,919.0,1263.0,1722.0,1505.0,567.0,1113.0,584.0,783,670.0,697.0,625.0,521.0,480.0,388.0,453.0,0.0
2024-05-14,2627.0,1661,1476.0,949.0,1206.0,1743.0,1523.0,573.0,1005.0,559.0,925,596.0,632.0,570.0,557.0,447.0,367.0,349.0,0.0
2024-05-15,2554.0,1593,1434.0,972.0,1231.0,1786.0,1523.0,512.0,934.0,581.0,810,610.0,612.0,546.0,457.0,445.0,376.0,428.0,0.0
2024-05-16,2503.0,1477,1369.0,893.0,1148.0,1675.0,1324.0,579.0,930.0,602.0,763,566.0,598.0,479.0,474.0,415.0,312.0,364.0,1.0
2024-05-17,2347.0,1581,1310.0,887.0,1123.0,1672.0,1189.0,519.0,997.0,563.0,720,718.0,608.0,568.0,457.0,409.0,374.0,359.0,0.0
2024-05-18,2646.0,1586,1428.0,980.0,1246.0,1802.0,1394.0,562.0,969.0,645.0,749,731.0,638.0,635.0,508.0,474.0,387.0,367.0,0.0
2024-05-19,2661.0,1592,1556.0,988.0,1284.0,1828.0,1557.0,568.0,1022.0,583.0,759,694.0,736.0,642.0,520.0,504.0,397.0,417.0,2.0
2024-05-20,2633.0,1447,1383.0,1253.0,1270.0,1684.0,1469.0,499.0,937.0,655.0,745,643.0,756.0,566.0,505.0,561.0,352.0,384.0,0.0
2024-05-21,2654.0,1401,1444.0,951.0,1197.0,1633.0,1397.0,559.0,999.0,674.0,757,633.0,746.0,510.0,517.0,512.0,373.0,370.0,0.0
2024-05-22,2415.0,1478,1444.0,969.0,1109.0,1654.0,1377.0,565.0,870.0,705.0,738,601.0,672.0,508.0,499.0,481.0,366.0,424.0,0.0
2024-05-23,2309.0,1321,1456.0,929.0,1076.0,1599.0,1258.0,553.0,854.0,568.0,809,675.0,605.0,487.0,506.0,463.0,337.0,454.0,0.0
2024-05-24,2464.0,1218,1447.0,932.0,1086.0,1636.0,1444.0,536.0,883.0,602.0,744,658.0,631.0,563.0,463.0,479.0,311.0,354.0,0.0
2024-05-25,2402.0,1341,1434.0,956.0,1193.0,1691.0,1537.0,595.0,973.0,630.0,853,871.0,775.0,608.0,508.0,421.0,343.0,381.0,0.0
2024-05-26,2647.0,1760,1582.0,1153.0,1274.0,1787.0,1583.0,654.0,990.0,642.0,898,875.0,692.0,588.0,536.0,510.0,381.0,425.0,0.0
2024-05-27,2650.0,1546,1514.0,1156.0,1170.0,1843.0,1398.0,693.0,1025.0,585.0,882,804.0,684.0,503.0,503.0,504.0,339.0,371.0,0.0
2024-05-28,2532.0,1662,1443.0,1103.0,1132.0,1935.0,1340.0,669.0,1007.0,609.0,859,801.0,646.0,500.0,552.0,519.0,338.0,419.0,0.0
2024-05-29,2436.0,1447,1421.0,1042.0,1099.0,2113.0,1225.0,591.0,896.0,621.0,905,883.0,579.0,599.0,513.0,431.0,317.0,417.0,0.0
2024-05-30,2292.0,1540,1357.0,1096.0,1248.0,2088.0,1310.0,601.0,924.0,588.0,839,825.0,647.0,533.0,477.0,431.0,313.0,403.0,0.0
2024-05-31,2402.0,1650,1415.0,985.0,1232.0,2033.0,1290.0,607.0,984.0,557.0,793,654.0,645.0,520.0,552.0,425.0,295.0,376.0,0.0
2024-06-01,2421.0,1645,1561.0,954.0,1271.0,1919.0,1323.0,555.0,1012.0,607.0,826,745.0,634.0,465.0,497.0,462.0,295.0,379.0,1.0
